name,salary_from,salary_to,salary_currency,area_name,published_at
Специалист по поиску и привлечению клиентов в веб-студию,10000.0,25000.0,RUR,Москва,2010-04-12T15:42:44+0400
Junior Java программист,60000.0,60000.0,RUR,Москва,2010-06-28T09:38:38+0400
Консультант 1С (Бухучет),,,,Москва,2010-05-17T12:29:59+0400
Архитектор по системам информационной безопасности,,,,Казань,2010-04-05T16:57:22+0400
Инженер-программист 1С,20000.0,,RUR,Ульяновск,2010-04-06T10:00:21+0400
Sr C# developer,,,,Киев,2010-04-07T12:46:17+0400
Менеджер по работе с клиентами,20000.0,35000.0,RUR,Москва,2010-02-27T16:58:45+0300
PHP программист,35000.0,45000.0,RUR,Москва,2010-12-13T15:31:26+0300
Junior Game Tester,,,,Минск,2010-12-13T19:59:46+0300
Ведущий инженер группы эксплуатации электропитающих устройств,18000.0,18000.0,RUR,Цивильск,2010-12-14T11:31:40+0300
Менеджер по продажам и привлечению клиентов,18000.0,,RUR,Смоленск,2010-12-14T14:44:43+0300
Сервис-инженер,,,,Киров (Кировская область),2010-11-02T10:40:14+0300
Инженер-программист DSP,30000.0,35000.0,RUR,Санкт-Петербург,2010-09-13T17:12:05+0400
Менеджер по продаже услуг,6000.0,30000.0,RUR,Воронеж,2010-09-22T13:27:32+0400
Директор по развитию клиентов,80000.0,100000.0,RUR,Москва,2010-06-10T12:39:56+0400
Начальник управления ERP-решений,,,,Москва,2010-12-30T17:35:10+0300
Senior Java Developer,,,,Минск,2010-08-23T16:25:29+0400
Специалист по учету (SAP),,,,Москва,2010-07-20T11:58:46+0400
Техник оборудования связи,15000.0,,RUR,Калуга,2010-09-28T11:10:49+0400
Специалист по технической поддержке,15000.0,30000.0,RUR,Нижний Новгород,2010-07-29T17:57:48+0400
Бизнес тренер,25000.0,35000.0,RUR,Новосибирск,2010-08-20T07:26:28+0400
Ведущий инженер технической поддержки продаж,,,,Москва,2010-09-01T13:18:18+0400
Менеджер отдела по работе с госзаказчиками,,,,Москва,2010-08-10T11:58:05+0400
Словарист,1000.0,30000.0,RUR,Санкт-Петербург,2010-07-30T16:42:06+0400
Java Developer (J2SE),40000.0,,RUR,Санкт-Петербург,2010-08-02T12:22:23+0400
Flash разработчик,,,,Москва,2010-07-13T13:05:14+0400
Консультант-разработчик BPM,,,,Москва,2010-10-18T10:17:06+0400
Системный администратор,40000.0,,RUR,Москва,2010-07-20T15:01:03+0400
Программист php / разработчик интернет проектов,20000.0,35000.0,RUR,Санкт-Петербург,2010-11-16T10:25:53+0300
Менеджер по мобильным сервисам (VAS),,,,Москва,2010-11-03T09:41:21+0300
Программист 1С,30000.0,40000.0,RUR,Москва,2010-11-04T15:05:33+0300
Инженер технической поддержки склада регионального представительства,30000.0,,RUR,Москва,2010-12-24T16:20:11+0300
Инженер по автоматизации тестирования,,,,Саратов,2010-12-25T14:19:01+0300
Менеджер по продажам,150000.0,,KZT,Алматы,2010-12-28T06:42:13+0300
Помощник менеджера,21000.0,35000.0,RUR,Москва,2010-06-16T12:23:42+0400
Инженер-программист 1С,20000.0,40000.0,RUR,Воронеж,2010-02-10T12:10:52+0300
HTML-верстальщик,25000.0,35000.0,RUR,Санкт-Петербург,2010-02-10T14:05:05+0300
Системный администратор,20000.0,30000.0,RUR,Санкт-Петербург,2010-03-02T10:22:52+0300
QA Engineer,,,,Саратов,2010-04-12T13:06:12+0400
Ruby on Rails Developer,,,,Днепр (Днепропетровск),2010-05-31T15:14:44+0400
Ведущий системный администратор,,,,Москва,2010-04-19T19:58:03+0400
Старший аналитик по разработке предиктивных моделей,,,,Москва,2010-05-19T09:00:39+0400
Специалист по тестированию СУБД,35000.0,,RUR,Москва,2010-11-22T14:13:34+0300
PHP - программист,60000.0,,RUR,Москва,2010-04-08T12:00:54+0400
Специалист по 1С,,,,Санкт-Петербург,2010-07-16T09:40:46+0400
Engineer of water treatment field (sterilization),,,,Южная Корея,2010-04-09T10:15:20+0400
PHP developer,,,,Харьков,2010-09-27T13:13:54+0400
Консультант по продажам,,,,Хмельницкий,2010-03-29T12:38:02+0400
Программист PL/SQL,,,,Москва,2010-05-27T19:12:24+0400
Специалист по внедрению программного обеспечения,30000.0,,RUR,Москва,2010-05-28T11:42:33+0400
C# Developer (Junior - Seniour),20000.0,80000.0,RUR,Санкт-Петербург,2010-05-28T12:30:35+0400
JAVA разработчик,3000.0,3000.0,USD,Алматы,2010-05-31T08:53:54+0400
Менеджер (Торговая Интернет площадка),,,,Москва,2010-06-29T12:26:20+0400
Директор по маркетингу,150000.0,200000.0,RUR,Москва,2010-09-23T14:21:49+0400
Системный администратор,20000.0,30000.0,RUR,Москва,2010-09-23T15:56:31+0400
Web-технолог,80000.0,,RUR,Москва,2010-01-27T12:27:02+0300
Менеджер по работе с дистрибьюторами,,,,Москва,2010-01-12T11:00:35+0300
Руководитель отдела по работе с клиентами,25000.0,,RUR,Казань,2010-03-01T10:49:52+0300
Дежурный системный администратор (*Unix),,,,Москва,2010-02-17T09:31:43+0300
PHP-разработчик,,,,Нур-Султан,2010-02-09T09:05:41+0300
Менеджер по продажам лицензионного программного обеспечения,20000.0,,RUR,Санкт-Петербург,2010-04-23T10:23:48+0400
Программист ASP.NET,,,,Москва,2010-01-18T10:30:34+0300
Руководитель проекта в области информационных систем производства нефти и газа,,,,Москва,2010-11-29T10:43:37+0300
Ведущий программист,,,,Москва,2010-11-29T12:09:30+0300
Ведущий разработчик Oracle,,,,Москва,2010-11-29T15:07:31+0300
Специалист по оценке веб-систем,,,,Казахстан,2010-11-29T17:03:11+0300
Сетевой администратор,,,,Москва,2010-11-10T13:00:47+0300
Инженер-программист,880.0,1210.0,USD,Тула,2010-11-16T14:12:52+0300
Разработчик ABAP,,,,Москва,2010-11-11T15:03:17+0300
Системный администратор,15000.0,,RUR,Улан-Удэ,2010-12-23T07:17:56+0300
Системный администратор Unix,40000.0,50000.0,RUR,Санкт-Петербург,2010-04-05T11:24:29+0400
Руководитель проекта по внедрению ERP,,,,Восточно-Центральный округ,2010-03-15T14:06:04+0300
Системный аналитик,,,,Москва,2010-03-17T19:11:37+0300
Проектировщик BMC Remedy,,,,Москва,2010-02-19T21:13:46+0300
Программист 1С,75000.0,90000.0,RUR,Москва,2010-10-12T12:55:47+0400
Менеджер/Редактор корпоративного Intranet-портала,,,,Москва,2010-12-13T09:54:53+0300
Менеджер по продажам,20000.0,,RUR,Санкт-Петербург,2010-09-10T10:14:34+0400
Веб-дизайнер,800.0,1300.0,USD,Москва,2010-05-05T15:23:47+0400
Менеджер по продажам Microsoft,,,,Москва,2010-09-28T20:03:58+0400
Инженер по тестированию,,,,Москва,2010-09-10T16:44:28+0400
Менеджер по маркетингу,60000.0,,RUR,Москва,2010-09-01T17:28:25+0400
Консультант-эксперт по внедрению ПП Парус,20000.0,45000.0,RUR,Москва,2010-09-02T10:15:26+0400
Системный администратор,,,,Псков,2010-09-02T10:47:41+0400
Web-мастер (HTML верстальщик),25000.0,35000.0,RUR,Санкт-Петербург,2010-09-02T11:11:07+0400
Менеджер проектов,10000.0,12000.0,RUR,Ульяновск,2010-04-13T13:18:08+0400
Diasoft officer,,,,Москва,2010-02-01T18:02:45+0300
Руководитель направления продаж (B2B),,,,Москва,2010-03-29T10:27:04+0400
Менеджер проекта,38000.0,,RUR,Екатеринбург,2010-03-18T10:48:24+0300
Системный администратор,,,,Санкт-Петербург,2010-09-13T14:53:50+0400
Системный администратор (инженер сервисного центра),20000.0,35000.0,RUR,Санкт-Петербург,2010-09-13T16:23:31+0400
Веб-мастер,15000.0,30000.0,RUR,Нижний Новгород,2010-09-14T14:18:52+0400
Инженер службы поддержки пользователей,26100.0,,RUR,Москва,2010-04-29T18:07:50+0400
Программист Delphi,1000.0,3000.0,USD,Московская область - Север,2010-05-04T23:48:42+0400
Менеджер по продажам,,,,Москва,2010-05-12T10:30:05+0400
Аналитик Диасофт 5NT,,,,Москва,2011-03-17T10:33:40+0300
Менеджер по развитию бизнеса (директор представительства),,,,Киев,2011-01-13T10:46:01+0300
Консультант SAP PS,,,,Москва,2011-01-11T17:47:16+0300
Системный администратор,40000.0,45000.0,RUR,Москва,2011-11-11T10:54:32+0400
Технический писатель,,50000.0,RUR,Москва,2011-12-13T16:08:09+0400
Контент-менеджер,35000.0,,RUR,Москва,2011-12-13T18:29:01+0400
Копирайтер,30000.0,,RUR,Москва,2011-12-14T10:37:02+0400
Администратор сети связи,,,,Москва,2011-12-14T10:37:37+0400
Техник - электроник,,,,Иваново (Ивановская область),2011-08-30T09:14:58+0400
Junior Web Developer,,,,Киев,2011-09-12T11:51:32+0400
Специалист по корпоративным продажам,,,,Истра,2011-10-24T19:02:20+0400
Разработчик аналитического программного обеспечения,,,,Киев,2011-08-30T23:06:04+0400
